name,original_designation,county,wikipedia_url,status,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music
"William Ennels Dean, Jr","William Ennels Dean, Jr., Bridge",Pinellas,Not Found,Not Found,,,,,,,,,,,
Officer Jesse Madsen,Officer Jesse Madsen Memorial Highway,Hillsborough,Not Found,Not Found,,,,,,,,,,,
"Sgt. George Lee Taylor, Sr","Sgt. George Lee Taylor, Sr., Memorial Highway",Brevard,Not Found,Not Found,,,,,,,,,,,
Pio Ieraci,Pio Ieraci Memorial Drive,Broward,Not Found,Not Found,,,,,,,,,,,
Warren Alvarez,Warren Alvarez Memorial Bridge,Duval,Not Found,Not Found,,,,,,,,,,,
Pensacola Police Fallen Heroes,Pensacola Police Fallen Heroes Highway,Escambia,Not Found,Not Found,,,,,,,,,,,
Virginia Creighton,Virginia Creighton Bridge,Hillsborough,https://en.wikipedia.org/wiki/Creighton_Court,Found,"The provided content does not contain biographical information about a person but instead describes Creighton Court, a public housing community in Richmond, Virginia. No details about an individual's birth, death, profession, or achievements are present in the text. The Wikipedia page appears to focus on a location rather than a person. Therefore, no personal biographical summary can be generated from this content.",,,,not found,not found,not found,no,no,no,no
First Class Michael C. Aten,Sergeant First Class Michael C. Aten Memorial Highway,Lake,Not Found,Not Found,,,,,,,,,,,
Coach Guy Thomas,Coach Guy Thomas Memorial Highway,Lee,Not Found,Not Found,,,,,,,,,,,
Anthony Reznik,Anthony Reznik Boulevard,Miami-Dade,https://en.wikipedia.org/wiki/Kirill_Reznik,Found,"Kirill Reznik is a Russian-American politician who served in the Maryland House of Delegates from 2007 to 2015. Born in the Soviet Union, he immigrated to the United States and became actively involved in local politics, representing District 39 in Montgomery County. Reznik focused on progressive policies, including healthcare reform, education, and immigrant rights during his legislative tenure. His career highlights include advocacy for small businesses and technology initiatives in Maryland.","['University of Maryland, College Park, Bachelor of Arts in Government and Politics', 'University of Maryland School of Law, Juris Doctor']",1977,,"Moscow, Soviet Union",not found,male,no,yes,no,no
Bellas Artes,Bellas Artes Way,Miami-Dade,https://en.wikipedia.org/wiki/Bellas_Artes,Found,"The provided content does not contain biographical information about an individual but instead references 'Bellas Artes,' a term related to fine arts (e.g., painting, sculpture, architecture). No personal details such as birth/death dates, profession, or achievements are included in the excerpt. The Wikipedia page appears to be a disambiguation or placeholder without substantive content about a specific person. Thus, no biographical summary can be derived from this material.",,,,not found,not found,not found,no,no,no,no
Oswaldo Payá,Oswaldo Payá Way,Miami-Dade,https://en.wikipedia.org/wiki/Oswaldo_Pay%C3%A1,Found,"Oswaldo Payá Sardiñas was a Cuban political activist born on February 29, 1952, in Havana, Cuba. He is best known for founding the Christian Liberation Movement (MCL) and leading the Varela Project, a campaign advocating for democratic reforms and human rights in Cuba. Payá received international recognition, including the Sakharov Prize for Freedom of Thought in 2002, for his nonviolent activism against the Cuban government. He died in a controversial car accident on July 22, 2012, near Bayamo, Cuba, which many suspect was politically motivated.","['Technical Institute of Havana, Cuba (Electrical Engineering)', 'University of Havana (studied Physics, did not graduate)']",1952-02-29,2012-07-22,"Havana, Cuba","near Bayamo, Granma Province, Cuba",male,no,yes,no,no
Cheryl H. Cates,Cheryl H. Cates Memorial Bridge,Monroe,Not Found,Not Found,,,,,,,,,,,
Austin D. Gayne,Austin D. Gayne Memorial Highway,Orange,Not Found,Not Found,,,,,,,,,,,
Ira Mae Wells-Bruce,Ira Mae Wells-Bruce Memorial Highway,Santa Rosa,Not Found,Not Found,,,,,,,,,,,
"Reverend Murray Hamilton, Sr","Reverend Murray Hamilton, Sr., Highway",Santa Rosa,Not Found,Not Found,,,,,,,,,,,
Private Tillman R. Clark,Private Tillman R. Clark Memorial Bridge,Taylor,Not Found,Not Found,,,,,,,,,,,
"William Gentry, Jr","Deputy William Gentry, Jr., Highway",Highlands,Not Found,Not Found,,,,,,,,,,,
Michael Moskowitz,Michael Moskowitz Drive,Broward,https://en.wikipedia.org/wiki/Michael_A._Moskowitz,Found,"Michael A. Moskowitz is a distinguished neuroscientist known for his pioneering research on migraine pathophysiology and calcitonin gene-related peptide (CGRP) mechanisms. Born in the United States, he has made significant contributions to understanding neurovascular disorders, influencing modern migraine treatments. His work spans academic research, clinical studies, and professional affiliations with leading medical institutions. Moskowitz's achievements include numerous awards and high-impact publications in neuroscience and headache medicine.","['Harvard Medical School, MD', 'University of Pennsylvania, BA (Biology)']",,,not found,not found,male,no,no,no,no
Bill Lundy,General Bill Lundy Highway,Okaloosa,https://en.wikipedia.org/wiki/William_Lundy,Found,"William Lundy was an American soldier known for his disputed claim of being the last surviving veteran of the American Civil War. Born in 1848, he asserted he enlisted in the Union Army at age 13, though his age and service were later contested. Lundy gained attention in the 1950s as one of the final purported Civil War veterans before his death in 1957. His story remains a subject of historical debate regarding authenticity and military records.",,1848,1957,not found,not found,male,no,no,yes,no
P. J. Langford,P. J. Langford Memorial Highway,Polk,Not Found,Not Found,,,,,,,,,,,
First Coast,First Coast Highway,Multiple Counties,https://en.wikipedia.org/wiki/First_Coast,Found,"The provided content does not describe a person but rather the First Coast, a region in Northeast Florida. This area includes cities like Jacksonville and St. Augustine, known for its historical significance as the first European settlement in the U.S. The region features coastal landscapes, cultural heritage, and economic importance to Florida. No biographical details about an individual are present in the given text.",,,,not found,not found,not found,no,no,no,no
Georgia‐Florida Military,Georgia‐Florida Military Highway,Multiple Counties,https://en.wikipedia.org/wiki/Georgia_Military_College,Found,"Georgia Military College (GMC) is a public military junior college founded in 1879 in Milledgeville, Georgia. It offers associate degrees, high school diplomas, and military training through its Corps of Cadets, including the Early Commissioning Program for future U.S. Army officers. The institution operates multiple campuses across Georgia and emphasizes leadership, discipline, and civic engagement. GMC holds historical significance as one of the few military colleges in the U.S. with a dual focus on academics and military education.",,,,not found,not found,not found,yes,no,yes,no
Hays Lewis,Hays Lewis Memorial Highway,Multiple Counties,https://en.wikipedia.org/wiki/Hays_Code,Found,"The Hays Code was a set of moral guidelines applied to American films from 1934 to 1968 under Will H. Hays, a Presbyterian elder and former U.S. Postmaster General. Established to regulate content deemed immoral, it prohibited depictions of crime, sexuality, and other controversial topics, shaping Hollywood's 'Golden Age.' Though not a person, its enforcement by Joseph Breen significantly influenced cinema by censoring films like Casablanca and Gone with the Wind. The code declined in the 1960s due to cultural shifts and was replaced by the modern MPAA rating system in 1968.",,,,not found,not found,not found,no,yes,no,no
Pierce Snowden,Pierce Snowden Highway,Multiple Counties,https://en.wikipedia.org/wiki/Louise_Hortense_Snowden,Found,"Louise Hortense Snowden was an African American educator and civil rights activist born in 1859. She dedicated her career to teaching and advocating for educational opportunities for Black students in Washington, D.C. Snowden played a key role in founding the Colored Women’s League and was a prominent figure in the Black women’s club movement. Her legacy endures as a pioneer in education and social reform until her death in 1931.","['Minor Normal School (later University of the District of Columbia)', 'Teaching certification']",1859,1931,"Washington, D.C., United States","Washington, D.C., United States",female,no,yes,no,no
Old Cutler Road State Historic,Old Cutler Road State Historic Highway,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Atlantic Beach,Atlantic Beach Boulevard,Multiple Counties,https://en.wikipedia.org/wiki/Atlantic_Beach,Found,"The provided content does not contain biographical information about a person but instead references 'Atlantic Beach,' a geographical location. No details about birth, death, profession, or achievements of an individual are present in the extracted text. The Wikipedia page appears to describe a place rather than a person, making biographical analysis impossible. No personal data can be derived from the navigation menus and language links provided.",,,,not found,not found,not found,no,no,no,no
Kenneth C. Mock,Kenneth C. Mock Highway,Palm Beach,Not Found,Not Found,,,,,,,,,,,
George Crady,George Crady Bridge,Multiple Counties,https://en.wikipedia.org/wiki/George_Crady,Found,"George Crady was an American politician who served in the Florida Legislature during the mid-20th century. Known for his contributions to state governance, he held various legislative positions and was recognized for his public service. Details about his birth and death dates are not widely documented in available sources. His career primarily focused on political and legislative work in Florida.",,,,not found,not found,male,no,yes,no,no
Christa McAuliffe,Christa McAuliffe Bridge,Brevard,https://en.wikipedia.org/wiki/Christa_McAuliffe,Found,Summary extraction failed.,,,,not found,not found,not found,no,no,no,no
Barbara Ann Pill,Deputy Sheriff Barbara Ann Pill Memorial Highway,Brevard,Not Found,Not Found,,,,,,,,,,,
Kyle Lee Patterson,Kyle Lee Patterson Memorial Way,Brevard,Not Found,Not Found,,,,,,,,,,,
Archbishop Edward A. McCarthy High School,Archbishop Edward A. McCarthy High School Way,Broward,https://en.wikipedia.org/wiki/Archbishop_Edward_A._McCarthy_High_School,Found,"Archbishop Edward A. McCarthy High School is a private Roman Catholic high school located in Southwest Ranches, Florida. Established in 1998, it is named after Edward A. McCarthy, the former Archbishop of Miami who served from 1977 to 1994. The school is known for its strong academic programs, including a notable iPad 2 initiative launched in 2011 to integrate technology into education. It also boasts a competitive athletics program and maintains a sister school relationship with St. Thomas Aquinas High School in Fort Lauderdale.",,,,not found,not found,not found,yes,no,no,no
Coach Gwendolyn Maxwell,Coach Gwendolyn Maxwell Bridge to Ribault,Duval,Not Found,Not Found,,,,,,,,,,,
Officer Christopher Michael Kane,Officer Christopher Michael Kane Highway,Duval,Not Found,Not Found,,,,,,,,,,,
Officer Scott Eric Bell,Officer Scott Eric Bell Highway,Duval,https://en.wikipedia.org/wiki/Eric_Bell_II,Found,"Eric Bell II is an American football player known for his career as a running back. Born in 1992, he played college football at the University of Alabama at Birmingham (UAB) before entering the professional ranks. Though undrafted in the NFL, he had stints with teams like the Tampa Bay Buccaneers and the Birmingham Iron of the Alliance of American Football (AAF). His contributions to football, particularly in collegiate and minor league play, mark his significance in the sport.","['University of Alabama at Birmingham (UAB)', 'Butler Community College']",1992,,not found,not found,male,yes,no,no,no
