name,original_designation,county,wikipedia_url,status,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music
Agent John Van Waters,Agent John Van Waters Memorial Highway,Pasco,Not Found,Not Found,,,,,,,,,,,
Constable Arthur Fleece Crenshaw,Constable Arthur Fleece Crenshaw Memorial Highway,Pasco,Not Found,Not Found,,,,,,,,,,,
Darce Taylor Crist,Darce Taylor Crist Boulevard,Pasco,Not Found,Not Found,,,,,,,,,,,
Father Felix Ullrich,Father Felix Ullrich Bridge,Pasco,Not Found,Not Found,,,,,,,,,,,
John Van Waters,John Van Waters Memorial Highway,Pasco,https://en.wikipedia.org/wiki/John_Waters,Found,"John Waters is an American filmmaker, writer, and artist born April 22, 1946, best known for his transgressive cult films that challenge societal norms. He gained fame with works like Pink Flamingos (1972) and Hairspray (1988), the latter of which became a mainstream success and inspired a Broadway musical. Waters is also recognized for his contributions to fine art, photography, and literature, including his book Carsick (2014). As a countercultural icon, his work often explores themes of shock value, camp, and outsider identity, cementing his legacy in underground and avant-garde cinema.","[""Boys' Latin School of Maryland (high school)"", 'New York University (dropped out)']",1946-04-22,,"Baltimore, Maryland, United States",not found,male,no,no,no,yes
State Trooper James Crooks,State Trooper James Crooks Highway,Pasco,Not Found,Not Found,,,,,,,,,,,
Bob Graham/Sunshine Skyway,Bob Graham/Sunshine Skyway Bridge,Pinellas,Not Found,Not Found,,,,,,,,,,,
Edward Cole,Dr. Edward Cole Highway,Pinellas,https://en.wikipedia.org/wiki/Edward_Cole,Found,"Edward Cole was an American businessman best known for his role in the automotive industry. He served as the president of General Motors (GM) from 1967 to 1974, overseeing significant growth and innovation during his tenure. Born in 1909, Cole played a pivotal part in shaping GM's strategies and expanding its global presence. His leadership left a lasting impact on the company and the broader automotive sector.",,1909-01-01,1977-01-01,not found,not found,male,no,no,no,no
St. Petersburg/William C. Cramer,St. Petersburg/William C. Cramer Memorial Highway,Pinellas,https://en.wikipedia.org/wiki/William_C._Cramer,Found,"William C. Cramer was an American politician born on July 26, 1922, in Huntington, West Virginia. He served as a Republican member of the U.S. House of Representatives from Florida from 1955 to 1971, advocating for civil rights and fiscal conservatism. Prior to his congressional career, he was active in Florida state politics, including service in the Florida House of Representatives. Cramer passed away on October 28, 2003, leaving a legacy as a key figure in mid-20th-century Republican politics and Southern political realignment.",,1922-07-26,2003-10-28,"Huntington, West Virginia, United States","St. Petersburg, Florida, United States",male,no,yes,yes,no
"William Ennels Dean, Jr","William Ennels Dean, Jr., Bridge",Pinellas,Not Found,Not Found,,,,,,,,,,,
Officer Jesse Madsen,Officer Jesse Madsen Memorial Highway,Hillsborough,Not Found,Not Found,,,,,,,,,,,
"Sgt. George Lee Taylor, Sr","Sgt. George Lee Taylor, Sr., Memorial Highway",Brevard,Not Found,Not Found,,,,,,,,,,,
Pio Ieraci,Pio Ieraci Memorial Drive,Broward,Not Found,Not Found,,,,,,,,,,,
Warren Alvarez,Warren Alvarez Memorial Bridge,Duval,Not Found,Not Found,,,,,,,,,,,
Pensacola Police Fallen Heroes,Pensacola Police Fallen Heroes Highway,Escambia,Not Found,Not Found,,,,,,,,,,,
Virginia Creighton,Virginia Creighton Bridge,Hillsborough,https://en.wikipedia.org/wiki/Creighton_Court,Found,"The provided content does not contain biographical information about a person but instead describes Creighton Court, a public housing project in Richmond, Virginia. Built in 1952, it became one of the largest housing developments in the city, known for its mid-century modernist architecture. Over time, it faced challenges related to crime and poverty, leading to redevelopment efforts in the 21st century. The site remains historically significant as a reflection of urban housing policies and social dynamics in the United States.",,,,not found,not found,not found,no,no,no,no
First Class Michael C. Aten,Sergeant First Class Michael C. Aten Memorial Highway,Lake,Not Found,Not Found,,,,,,,,,,,
Coach Guy Thomas,Coach Guy Thomas Memorial Highway,Lee,Not Found,Not Found,,,,,,,,,,,
Anthony Reznik,Anthony Reznik Boulevard,Miami-Dade,https://en.wikipedia.org/wiki/Kirill_Reznik,Found,"Kirill Reznik is a Russian-American politician who served in the Maryland House of Delegates from 2007 to 2015. Born in the Soviet Union, he immigrated to the United States and became actively involved in Maryland politics as a Democrat. Reznik focused on issues like healthcare, education, and immigrant rights during his legislative tenure. His career reflects a transition from immigrant roots to public service in American government.",,,,not found,not found,male,no,yes,no,no
Bellas Artes,Bellas Artes Way,Miami-Dade,https://en.wikipedia.org/wiki/Bellas_Artes,Found,"The provided content does not contain biographical information about an individual but instead references 'Bellas Artes,' a term related to fine arts in Spanish. It appears to be a disambiguation or placeholder page without details on a specific person’s life, achievements, or profession. No birth, death, or career-related data is available in the extracted content. The term generally pertains to artistic disciplines like painting, sculpture, and architecture rather than a person.",,,,not found,not found,not found,no,no,no,no
Oswaldo Payá,Oswaldo Payá Way,Miami-Dade,https://en.wikipedia.org/wiki/Oswaldo_Pay%C3%A1,Found,"Oswaldo Payá Sardiñas was a Cuban political activist born on February 29, 1952, in Havana, Cuba. He is best known for founding the Varela Project, a campaign advocating for democratic reforms and human rights in Cuba through peaceful means. Payá received international recognition, including the Sakharov Prize for Freedom of Thought in 2002, for his nonviolent resistance against the Cuban government. He died on July 22, 2012, in a controversial car accident in Bayamo, Cuba, leaving a lasting legacy as a prominent dissident and advocate for democracy.",,1952-02-29,2012-07-22,"Havana, Cuba","Bayamo, Granma, Cuba",male,no,yes,no,no
Cheryl H. Cates,Cheryl H. Cates Memorial Bridge,Monroe,Not Found,Not Found,,,,,,,,,,,
Austin D. Gayne,Austin D. Gayne Memorial Highway,Orange,Not Found,Not Found,,,,,,,,,,,
Ira Mae Wells-Bruce,Ira Mae Wells-Bruce Memorial Highway,Santa Rosa,Not Found,Not Found,,,,,,,,,,,
"Reverend Murray Hamilton, Sr","Reverend Murray Hamilton, Sr., Highway",Santa Rosa,Not Found,Not Found,,,,,,,,,,,
Private Tillman R. Clark,Private Tillman R. Clark Memorial Bridge,Taylor,Not Found,Not Found,,,,,,,,,,,
"William Gentry, Jr","Deputy William Gentry, Jr., Highway",Highlands,Not Found,Not Found,,,,,,,,,,,
Michael Moskowitz,Michael Moskowitz Drive,Broward,https://en.wikipedia.org/wiki/Michael_A._Moskowitz,Found,"Michael A. Moskowitz is a distinguished neuroscientist known for his pioneering research on migraine pathophysiology and calcitonin gene-related peptide (CGRP) mechanisms. Born in the United States, he has made significant contributions to understanding headache disorders and neurovascular biology. His work has led to groundbreaking treatments for migraines, earning him international recognition in the medical community. Moskowitz holds academic affiliations with Harvard Medical School and has authored numerous influential publications in neuroscience.","['Harvard Medical School, MD', 'University of Pennsylvania, BA (Biology)']",1940-01-01,,"New York City, New York, United States",not found,male,no,no,no,no
Bill Lundy,General Bill Lundy Highway,Okaloosa,https://en.wikipedia.org/wiki/William_Lundy,Found,"William Lundy was an American soldier who claimed to be the last surviving veteran of the American Civil War. Born in 1848, he asserted he enlisted in the Union Army at age 13, though his service records remain unverified. Lundy gained attention in the 1950s for his longevity and supposed military history, though disputes arose over his true age. He died in 1957, leaving behind a legacy intertwined with debates about Civil War veterans' authenticity.",,1848-01-01,1957-01-01,not found,not found,male,no,no,yes,no
P. J. Langford,P. J. Langford Memorial Highway,Polk,Not Found,Not Found,,,,,,,,,,,
First Coast,First Coast Highway,Multiple Counties,https://en.wikipedia.org/wiki/First_Coast,Found,"The First Coast is a regional designation for the northeastern coastal area of Florida, including cities like Jacksonville, St. Augustine, and Palm Coast. It is historically significant as the first area of Florida colonized by Europeans, beginning with the Spanish settlement in St. Augustine in 1565. The region is known for its economic, cultural, and military importance, hosting major naval bases like Naval Station Mayport and Naval Air Station Jacksonville. Today, it serves as a key hub for commerce, tourism, and transportation in the southeastern United States.",,,,not found,not found,not found,no,no,no,no
Georgia‐Florida Military,Georgia‐Florida Military Highway,Multiple Counties,https://en.wikipedia.org/wiki/Georgia_Military_College,Found,"Georgia Military College (GMC) is a public military junior college founded in 1879 in Milledgeville, Georgia. It operates as a two-year institution offering associate degrees, high school programs, and military training through its Corps of Cadets. The college is notable for its Early Commissioning Program, which allows cadets to earn commissions as U.S. Army Second Lieutenants after two years. GMC also emphasizes leadership development, civic engagement, and service to the state of Georgia through its diverse cadet programs.",,,,not found,not found,not found,no,no,yes,no
Hays Lewis,Hays Lewis Memorial Highway,Multiple Counties,https://en.wikipedia.org/wiki/Hays_Code,Found,"The Hays Code was a set of moral guidelines applied to American films from 1930 to 1968, created under Motion Picture Producers and Distributors of America (MPPDA) president Will H. Hays. It enforced strict censorship on content like crime, sex, and religion to align movies with conservative values of the time. Though initially voluntary, its enforcement became rigorous under Joseph Breen in the 1930s, shaping Hollywood's 'Golden Age' productions. The code was eventually abandoned in 1968, replaced by the modern MPAA film rating system due to shifting cultural norms.",,,,not found,not found,not found,no,no,no,no
Pierce Snowden,Pierce Snowden Highway,Multiple Counties,https://en.wikipedia.org/wiki/Louise_Hortense_Snowden,Found,Summary extraction failed.,,,,not found,not found,not found,no,no,no,no
Old Cutler Road State Historic,Old Cutler Road State Historic Highway,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Atlantic Beach,Atlantic Beach Boulevard,Multiple Counties,https://en.wikipedia.org/wiki/Atlantic_Beach,Found,"The provided content does not contain biographical information about a person but instead describes Atlantic Beach, a geographic location. No details about birth, death, profession, or achievements of an individual are present in the text. The content appears to be a Wikipedia navigation sidebar and header for the Atlantic Beach article. No personal data can be extracted for a biographical summary.",,,,not found,not found,not found,no,no,no,no
