OBJECTID,COUNTY,COUNTY_ID,DESIGNATIO,DESCRIPTIO,HWY_NAME,BILL,DEDICATED,EFFECTIVE_,District,Local_Name,BILL_URL,CreationDa,Creator,EditDate,Editor,MemId,Shape_Leng,LOCAL_RES,GlobalID,Shape__Length,BILL_DESCRIPTION,BILL_YEAR,wikipedia_url_sam,Does_Sam_Think_is_real,dob_sam,status,match_confidence,validated,validation_notes,summary,education,dod_sam,place_of_birth,place_of_death,gender_sam,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music,Matched Name,dept_url,url,name,age,tour,badge,cause,weapon,incident_description,bio_section_raw,incident_details_raw,Clean_Name,Primary Occupation,Race,Sex,Birth Date,Death Date,Wikipedia Link,Noah_Thinks_is_Real
1587,Brevard,70.0,"Sgt. George Lee Taylor, Sr., Memorial Highway","The portion of S.R. 520/W. King Street between S.R. 501/Clearlake Road and S.R. 519/Fiske Boulevard in Brevard County is designated as “Sgt. George Lee Taylor, Sr., Memorial Highway.”",SR-520,CS/CS SB 160,2022/07/01 05:00:00+00,2022.0,5.0,W. King Street,,,,,,902.0,,0.0,a24fa716-112f-4bb0-a75e-b2339cd18422,1378.40695494238,,,https://en.wikipedia.org/wiki/B._Brian_Blair,no,1957-01-15,Found,48.0,True,seq=7.0; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"B. Brian Blair is a former American professional wrestler born on January 15, 1957, best known for his career in the 1980s and 1990s. He gained prominence as part of the tag team 'The Killer Bees' alongside Jim Brunzell in the World Wrestling Federation (WWF). Blair also served as a politician, holding office as a county commissioner in Hillsborough County, Florida. His contributions span both sports entertainment and public service, marking him as a notable figure in both fields.",,,not found,not found,male,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,
1591,Escambia,48.0,Pensacola Police Fallen Heroes Highway,The portion of Bayfront Parkway between Tarragona Street and N. 17th Avenue in Escambia County is designated as “Pensacola Police Fallen Heroes Highway.”,,CS/CS SB 160,2022/07/01 05:00:00+00,2022.0,3.0,Bayfront Parkway,,,,,,906.0,,0.0,e14dff33-db70-4001-918f-885c1105ec34,2468.53984002091,That portion of Northeast Sixth Avenue between Northeast 113th and 121st Street in Miami-Dade County is designated as “Biscayne Park Way.,2010.0,https://en.wikipedia.org/wiki/Dean_Norris,no,1963-04-08,Found,42.0,True,seq=5.9; last-mismatch:-4; human:+40; le:+15; fl-miss:-10; county-miss:-8; us:+5,"Dean Norris is an American actor born on April 8, 1963, best known for his role as DEA agent Hank Schrader in the critically acclaimed television series Breaking Bad. His career spans over three decades, with notable appearances in films like Little Miss Sunshine (2006) and Total Recall (2012), as well as TV shows such as Under the Dome and The Big Bang Theory. Norris graduated from Harvard University, where he studied social studies, before pursuing acting professionally. He remains active in the entertainment industry, recognized for his versatility in both dramatic and comedic roles.","['Harvard University', 'Bachelor of Arts in Social Studies', 'Royal Academy of Dramatic Art (training)']",,"South Bend, Indiana, United States",not found,male,no,no,no,no,,,,,,,,,,,,,,,,,,,,
1592,Flager,73.0,Staff Sergeant Keon Clyde Sands Memorial Parkway,That portion of Matanzas Woods Parkway between Bird of Paradise Drive and Old Kings Road in Flagler County is designated as “Staff Sergeant Keon Clyde Sands Memorial Parkway.”,,CS/CS SB 160,2022/07/01 05:00:00+00,2022.0,5.0,Matanzas Woods Parkway,,,,,,907.0,,0.0,744e9451-8864-4320-94b4-46a48c3a5146,1191.44488201796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Hillsborough,10.0,Maximino Capdevila Road,The portion of W. Columbus Drive between N. Himes Avenue and N. MacDill Avenue in Hillsborough County is designated as “Maximino Capdevila Road.”,,CS/CS SB 160,2022/07/01 05:00:00+00,2022.0,7.0,W. Columbus Drive,,,,,,909.0,,0.0,146f4a1f-8417-473b-affa-528716f4f15c,1367.73240708671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Hillsborough,10.0,Virginia Creighton Bridge,Bridge number 100850 on S.R. 60/Courtney Campbell Causeway over Old Tampa Bay in Hillsborough County is designated as “Virginia Creighton Bridge.”,,CS/CS SB 160,2022/07/01 05:00:00+00,2022.0,7.0,Courtney Campbell Causeway,,,,,,910.0,,0.0,6d5e8d22-50a8-46f0-a995-337c38b8a683,80.1967327101528,,,Not Found,no,,Not Found,7.0,False,seq=16.5; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Miami-Dade,87.0,98 Points of Light Road,"That portion of S.R. A1A/Collins Avenue between 87th Terrace and 88th Street in Miami-Dade County is designated as ""98 Points of Light Way.""",SR-A1A,HB 1469,2022/07/01 05:00:00+00,2022.0,6.0,Collins Avenue,,,,,,913.0,,0.0,124ab474-44f3-4d63-a8fa-285b7b3052ac,88.2637981048425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Miami-Dade,87.0,Anthony Reznik Boulevard,That portion of S.R. 826/Sunny Isles Boulevard between N.E. 35th Avenue and S.R. A1A in Miami-Dade County is designated as “Anthony Reznik Boulevard.”,SR-826,CS/CS SB 160,2022/07/01 05:00:00+00,2022.0,6.0,Sunny Isles Boulevard,,,,,,914.0,,0.0,ff13cf17-4621-4656-a227-e53dd9f78046,1444.21191883996,E. 105th Street in Miami Shores Village in Miami-Dade County is designated as “Hugh Anderson Boulevard.,2012.0,https://en.wikipedia.org/wiki/Sally_Ride,no,1951-05-26,Found,44.3,True,seq=8.3; last-mismatch:-4; human:+40; fl:+10; county-miss:-8,"Sally Ride was an American astronaut and physicist born on May 26, 1951, who became the first American woman in space aboard the Space Shuttle Challenger in 1983. She earned degrees in physics and English from Stanford University and later contributed to NASA's space program as a mission specialist. Ride was also a passionate advocate for STEM education, founding Sally Ride Science to inspire young students, particularly girls, to pursue careers in science. She passed away on July 23, 2012, leaving a lasting legacy as a pioneer in space exploration and gender equality in STEM fields.","['Westlake School for Girls (now Harvard-Westlake School), High School Diploma', 'Stanford University, Bachelor of Arts in English', 'Stanford University, Bachelor of Science in Physics', 'Stanford University, Master of Science in Physics', 'Stanford University, Doctor of Philosophy in Physics']",2012-07-23,"Los Angeles, California, United States","La Jolla, California, United States",female,yes,no,no,no,,,,,,,,,,,,,,,,,,,,
1603,Miami-Dade,87.0,Soul of Miami Avenue,That portion of N.W. 12th Avenue/John Henry Peavy Jr. Avenue between N.W. 62nd Street and N.W. 71st Street in Miami - Dade County is designated as “Soul of Miami Avenue.”,,CS/CS SB 160,2022/07/01 05:00:00+00,2022.0,6.0,N.W. 12th Avenue,,,,,,918.0,,0.0,a871e493-1d64-4735-97ab-6f3d5921db20,922.950751504899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Palm Beach,93.0,Deputy Sheriff Donta Manuel and Deputy Sheriff Jonathan Wallace Highway,The portion of S.R. 715/Bacom Point Road between W. Morgan Road and S.W. 14th Street in Palm Beach County is designated as “Deputy Sheriff Donta Manuel and Deputy Sheriff Jonathan Wallace Highway.”,SR-715,CS/CS SB 160,2022/07/01 05:00:00+00,2022.0,4.0,Bacom Point Road,,,,,,922.0,,0.0,e4456378-ba54-4364-8b23-8c396e52f9eb,2931.10863801394,,,,,,,,,,,,,,,,,,,,Deputy Sheriff Donta Manuel,https://www.odmp.org/agency/2997-palm-beach-county-sheriffs-office-florida,https://www.odmp.org/officer/19071-deputy-sheriff-donta-j-manuel,Deputy Sheriff Donta J. Manuel,33.0,13 years,5213,Struck by vehicle,,"DONTA J. MANUEL Deputy Sheriff Donta Manuel and Deputy Sheriff Jonathan Wallace were struck and killed by a patrol car while attempting to remove stop sticks from the roadway on State Road 715, near Lake Okeechobee. A stolen vehicle that was being pursued by other deputies had just passed over the stop sticks and the two deputies ran into the road to remove them. It is believed that, because of the darkness, the deputies did not observe how fast the pursuing units were following behind the suspect vehicle. One of the pursuing patrol cars struck both deputies, killing them. The driver of that patrol car was seriously injured and flown to a local hospital. One of the suspects in the stolen car was apprehended a short time later. Deputy Manuel had served with the Palm Beach County Sheriff's Office for 13 years. He is survived by his wife and three children.","BIO Age 33 Tour 13 years Badge 5213 INCIDENT DETAILS Cause Struck by vehicle Spike Strips, Stolen Vehicle, Vehicle Pursuit Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs",INCIDENT DETAILS Cause Struck by vehicle,,,,,,,,
1607,Palm Beach,93.0,Deputy Sheriff Donta Manuel and Deputy Sheriff Jonathan Wallace Highway,The portion of S.R. 715/Bacom Point Road between W. Morgan Road and S.W. 14th Street in Palm Beach County is designated as “Deputy Sheriff Donta Manuel and Deputy Sheriff Jonathan Wallace Highway.”,SR-715,CS/CS SB 160,2022/07/01 05:00:00+00,2022.0,4.0,Bacom Point Road,,,,,,922.0,,0.0,e4456378-ba54-4364-8b23-8c396e52f9eb,2931.10863801394,,,,,,,,,,,,,,,,,,,,Deputy Sheriff Jonathan Wallace,https://www.odmp.org/agency/2997-palm-beach-county-sheriffs-office-florida,https://www.odmp.org/officer/19072-deputy-sheriff-jonathan-d-wallace,Deputy Sheriff Jonathan D. Wallace,23.0,"1 year, 6 months",8256,Struck by vehicle,,"JONATHAN D. WALLACE Deputy Sheriff Jonathan Wallace and Deputy Sheriff Donta Manuel were struck and killed by a patrol car while attempting to remove stop sticks from the roadway on State Road 715, near Lake Okeechobee. A stolen vehicle that was being pursued by other deputies had just passed over the stop sticks and the two deputies ran into the road to remove them. It is believed that, because of the darkness, the deputies did not observe how fast the pursuing units were following behind the suspect vehicle. One of the pursuing patrol cars struck both deputies, killing them. The driver of that patrol car was seriously injured and flown to a local hospital. One of the suspects in the stolen car was apprehended a short time later. Deputy Wallace had served with the Palm Beach County Sheriff's Office for 18 months. He is survived by his fiancee.","BIO Age 23 Tour 1 year, 6 months Badge 8256 INCIDENT DETAILS Cause Struck by vehicle Spike Strips, Stolen Vehicle, Vehicle Pursuit Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs",INCIDENT DETAILS Cause Struck by vehicle,,,,,,,,
1612,Broward,86.0,Michael Moskowitz Drive,"That portion of North University Drive between S.R. 827 and the Sawgrass Expressway is designated as ""Michael Moskowitz Drive.""",,CS/CS SB 160,2022/07/01 05:00:00+00,2022.0,4.0,North University Drive,,,,,,926.0,,0.0,70171641-162e-4b46-aa54-3c6c096f4cb4,5179.99414024578,,,https://en.wikipedia.org/wiki/Irving_Moskowitz,no,1928-01-10,Found,64.3,True,seq=13.3; human:+40; fl:+10; county-miss:-8; us:+5,"Irving Moskowitz was an American physician and businessman born on January 10, 1928, in New York City. He gained prominence for his philanthropic contributions, particularly in funding controversial settlement projects in East Jerusalem and the West Bank. Moskowitz was also known for his ownership of the Hawaiian Gardens Casino in California and his involvement in conservative political causes. He passed away on June 26, 2016, leaving behind a complex legacy tied to both medical innovation and political activism.","['New York University, MD, 1951', 'City College of New York, BA, 1948']",2016-06-26,"New York City, New York, United States","Los Angeles, California, United States",male,no,yes,no,no,,,,,,,,,,,,,,,,,,,,
1621,Multiple Counties,0.0,Buccaneer Trail,"The First Coast Highway, Florida A1A, from Nassau County through St. Johns County is designated as the ""Buccaneer Trail.""",,CS/HB 745,1995/06/01 05:00:00+00,1995.0,2.0,First Coast Highway,,,,,,935.0,,0.0,3d8a5754-5387-4e90-bde0-8de2ca04a6ec,198711.127158092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Multiple Counties,0.0,Pierce Snowden Highway,"That portion of Beaver Creek Road between S.R. 4 and the Florida-Alabama state line is designated as the ""Pierce Snowden Highway.""",,HB 940,1947/06/16 05:00:00+00,1947.0,3.0,Beaver Creek Road,,,,,,936.0,,0.0,f92fcca5-f3fa-42c3-8b61-c61e26762f9f,20915.3035103186,,,Not Found,no,,Not Found,4.8,False,seq=13.8; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Broward,86.0,Archbishop Edward A. McCarthy High School Way,"That portion of S.R. 823/South Flamingo Road between Southwest 52nd Street and Southwest 55th Street in Broward County is designated as ""Archbishop Edward A. McCarthy High School Way.""",,CS/CS/HB 21,2023/07/01 05:00:00+00,2023.0,4.0,South Flamingo Road,,,,,,948.0,,0.0,9b6a7588-6227-454d-860b-dcee27230516,704.35850739293,,,https://en.wikipedia.org/wiki/Justin_Lebron,no,1990-01-01,Found,57.0,True,seq=1.5; last-mismatch:-4; human:+40; rel:+15; fl:+10; county-miss:-8,"Justin LeBron is a contemporary American entrepreneur and social media personality best known for founding the luxury sneaker brand 'Ambush Designs' and his influential presence on platforms like Instagram. Born in the 1990s, he gained prominence for his creative marketing strategies and collaborations with major brands in streetwear culture. His work bridges fashion, digital media, and youth culture, making him a notable figure in modern branding. LeBron continues to expand his ventures, focusing on lifestyle and apparel innovation.",,,not found,not found,male,no,no,no,no,,,,,,,,,,,,,Archbishop Edward A. McCarthy High School,,,,,,https://en.wikipedia.org/wiki/Archbishop_Edward_A._McCarthy_High_School,True
1638,Duval,72.0,Coach Gwendolyn Maxwell Bridge to Ribault,"The bridge on Howell Drive over the Ribault River in Duval County is designated as ""Coach Gwendolyn Maxwell Bridge to Ribault.""",,CS/CS/HB 21,2023/07/01 05:00:00+00,2023.0,2.0,Howell Drive,,,,,,949.0,,0.0,afa86bb4-c705-47e0-a1ad-ba9ef8b569e2,170.101320665681,,,https://en.wikipedia.org/wiki/Gwen_Graham,no,1963-01-01,Found,48.1,True,seq=7.1; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Gwendolyn Graham (born 1963) is an American politician and attorney who served as the U.S. Representative for Florida's 2nd congressional district from 2015 to 2017. She is the daughter of former Florida Governor and U.S. Senator Bob Graham, following a family legacy in public service. Before her political career, she practiced law and worked in education policy, advocating for public schools. Graham ran for Governor of Florida in 2018 but withdrew from the Democratic primary before the election.","['University of North Carolina at Chapel Hill, Bachelor of Arts', 'American University Washington College of Law, Juris Doctor']",,"Miami Lakes, Florida, United States",not found,female,no,yes,no,no,,,,,,,,,,,,,,,,,,,,
1653,Hernando,8.0,Rush Limbaugh Way,"That portion of Cortez Boulevard between U.S. 41 and S.R. 50/50A in Hernando County is designated as ""Rush Limbaugh Way.""",,CS/CS/HB 21,2023/07/01 05:00:00+00,2023.0,7.0,Cortez Boulevard,,,,,,964.0,,0.0,a34f9e09-3e21-43b2-afdf-360936e6d2ed,2782.46892996258,W. 2ndAvenue and Fraternity Row/Drive in Alachua County is designated as “Coach Jimmy Carnes Boulevard.,2012.0,https://en.wikipedia.org/wiki/John_Catsimatidis,no,1948-09-07,Found,47.0,True,seq=5.3; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"John Catsimatidis is a Greek-American billionaire businessman, investor, and radio host born on September 7, 1948. He is best known as the founder, chairman, and CEO of the Red Apple Group, a diversified holding company with interests in real estate, energy, and supermarkets. Catsimatidis has also been politically active, running for Mayor of New York City in 2013 and engaging in various Republican Party initiatives. His career spans entrepreneurship, media (hosting a weekly radio show), and philanthropy, making him a prominent figure in New York’s business and political landscape.",,,"Nisyros, Dodecanese, Greece",not found,male,no,yes,no,no,,,,,,,,,,,,,Rush Limbaugh,radio personality,,male,1951-01-12,2021-02-17,https://en.wikipedia.org/wiki/Rush_Limbaugh,True
1654,Bradford,,,Heroes Memorial Overpass,,,,,,Heroes Memorial Overpass,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,,"R. 100 between S Temple Avenue and E South Street in Bradford County is designated as ""Heroes Memorial Overpass.",2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Charlotte,,,Sergeant Elio Diaz Memorial Highway,,,,,,Sergeant Elio Diaz Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,,"S. 41 between Melbourne Street and Church Street in Charlotte County is designated as ""Sergeant Elio Diaz Memorial Highway.",2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Palm Beach,,,PBSO Motorman Highway,,,,,,PBSO Motorman Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,,"Palm Beach County Sheriff’s Office (PBSO) Motorman Highway That portion of Southern Boulevard between 18000 Southern Boulevard (Lion Country Safari Road) and Royal Palm Beach Boulevard in Palm Beach County is designated as ""PBSO Motorman Highway.",2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Pinellas,,,Staff Sergeant Matthew Sitton Memorial Highway,,,,,,Staff Sergeant Matthew Sitton Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,,125th Street and Walsingham Road in Pinellas County is designated as “Staff Sergeant Matthew Sitton Memorial Highway.,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Lake,,,Sheriff Gary S. Borders Memorial Highway,,,,,,Sheriff Gary S. Borders Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,,S.R. 44 between the Sumter County line and U.S. 41/S.R. 44/S.R. 45 in Citrus County is designated as “Sheriff Charles Simeon Dean Highway.,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Lake,,,Master Deputy Bradley Link Memorial Highway,,,,,,Master Deputy Bradley Link Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,,"S. 27 within the municipal boundaries of Minneola in Lake County is designated as ""Master Deputy Bradley Link Memorial Highway.",2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Seminole,,,Sergeant Karl Strohsal Memorial Highway,,,,,,Sergeant Karl Strohsal Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,,E. Williamson Bridge in the City of Longwood in Seminole County is designated as “Sergeant Karl Strohsal Memorial Highway.,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Broward,,,SPC Daniel J. Agami Bridge,,,,,,SPC Daniel J. Agami Bridge,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Walton,,,Deputy William May Memorial Highway,,,,,,Deputy William May Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Miami-Dade,,,Manolo Reyes Boulevard,,,,,,Manolo Reyes Boulevard,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,,S.R. 948/NW 36th Street between NW South River Drive and Curtiss Parkway/NW 57th Avenue in Miami-Dade County is designated as “Miami Springs Boulevard.,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Hillsborough,,,Master Patrol Officer Jesse Madsen Memorial Highway,,,,,,Master Patrol Officer Jesse Madsen Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,,"The portion of Interstate 275 between E. Sligh Avenue and E. Dr. Martin Luther King, Jr., Boulevard in Hillsborough County as “Officer Jesse Madsen Memorial Highway.",2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
