OBJECTID,MEMORIAL_N,DESCRIPTIO,YEAR,INCIDENT_YEAR,COUNTY,HIGHWAY,MAINTENANCE_DISTRICT,NAME,LOCATION,TITLE_69_STATUTE,LAW_COMMISSION_ITEM,HISTORICAL_NOTES,WORKING_DETAILS,NEVER_FORGOTTEN,MEMORIAL_CATEGORY,LAST_EDITED_USER,LAST_EDITED_DATE,HISTORICAL_NOTES_2,YORN,HISTORICAL_NOTES_3,HISTORICAL_NOTES_4,Shape__Length
2013,Jean Pierre Chouteau Highway,Across Oklahoma.,1947,,Statewide,US-69,2,Jean Pierre Chouteau Highway,Across Oklahoma.,,"Commission Item U.S. Highway 69, pg. 59846, 7‐8‐47; Commission Item 85, 5‐6‐63.","Major Chouteau founded the first permanent white settlement in Oklahoma in 1796, located at the present town of Salina. Naming requested by the ""Pioneers of Oklahoma"" by Resolution, with the understanding that no markers will be placed.  Resolution on ",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,file in the office of the Recording Secretary.,1,,,3.98599134433188
2014,Scott Vincent Memorial Highway,Between the west municipal limits of Bokoshe and US 59 east of Bokoshe.,2005,,LeFlore,SH 31,2,Scott Vincent Memorial Highway,Between the west municipal limits of Bokoshe and US 59 east of Bokoshe.,1679,"Senate Bill 348, c. 151, § 1, Okla. Session Laws 2005; Commission Item 103 (C), 6‐6‐05.","Marine Corporal Scott Vincent was killed April 30, 2004 while serving his country in Iraq.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.124675719729259
2015,Tommy Azlin Memorial Highway,From the Poteau River Bridge south to the Hodgen City Limits. ,2010,2009,LeFlore,US 59,2,Tommy Azlin Memorial Highway,From the Poteau River Bridge south to the Hodgen City Limits. ,1698.67.,"House Bill 2621, c. 180, § 2, Okla. Session Laws 2010; Commission Item 73(b, 2), 6‐7‐10.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,0,,,0.0157029475742733
2017,Senator Roy A. Boatner Memorial Highway,The section of U.S. Highway 69 in Calera beginning at Hop's Crossing extending north one and one-half (1 1/2) miles in Bryan County. ,2025,,Bryan,US-69,2,Senator Roy A. Boatner Memorial Highway,The section of U.S. Highway 69 in Calera beginning at Hop's Crossing extending north one and one-half (1 1/2) miles in Bryan County. ,1698.484,"Laws 2025, HB 1486, c. 484 § 17, eff. November 1, 2025 Commission Item 130, 9-8-2025","Roy served as a member of the Oklahoma House of Representatives for 4 years and the Oklahoma State Senate for 13 years. He also proudly served his country in the United States Air Force for 8 years. He received his Bachelor’s, Master’s, and PhD in",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,Education Administration from Southeastern Oklahoma State University.,1,,,0.023655969672476
2018,Albert Furr Memorial Highway,"The section of US-69 beginning just south of the intersection with US-75, on the north edge of Atoka, extending south 2 miles.",1994,,Atoka,US 69,2,Albert Furr Memorial Highway,"The section of US-69 beginning just south of the intersection with US-75, on the north edge of Atoka, extending south 2 miles.",,"Governor Proclamation; Governor David Walters, 1994","For a lifetime of service to his country, state, and community.  A veteran of WWII, served as Commissioner for both DHS & the Department of Tourism—founding member of the Highway 69 Association.   ",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.030217366349557
2257,,,,1998,Grady,US-62,7,Gary D. Ledbetter Memorial Mile ,A mile of U.S. Highway 62 east of Chickasha in Grady County.,,,,,Signs have been installed,Fallen Workers,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0168273759690395
2259,,,,1973,Grant,US-81,4,John E. Botts Memorial Mile,A mile of U.S. Highway 81 between County Road 920 and 930 in Grant County.,,,,,,Fallen Workers,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0202023507820651
2260,,,,2024,"Latimer, Leflore",SH-82,2,Jaden Christian Jackson Memorial Mile,A mile of State Highway 82 beginning at the intersection of State Highway 1 extending one mile north in LeFlore & Latimer Counties.,,,,,"Signs installed on July 31, 2025",Fallen Workers,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0160180089587723
2261,,,,2012,Okmulgee,I-40,1,Tim Vandiver Memorial Mile,A mile of Interstate 40 near mile marker 241 in Okmulgee County.,,,,,Signs have been installed,Fallen Workers,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0188293401162385
2262,,,,1977,Custer,US-183,5,Pat Hobbs Memorial Mile,A mile of U.S. Highway 186 between County Road 1010 and County Road 1000 in Custer County.,,,,,"Signs installed on September 12, 2025.",Fallen Workers,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0149760839475162
2263,SFC Tomas L. Avey Memorial Highway,The section of State Highway 102 beginning at the intersection of East 990 Road extending north to the intersection of East Memorial Road in Lincoln County. ,2025,2000,Lincoln,SH 102,3,SFC Tomas L. Avey Memorial Highway,The section of State Highway 102 beginning at the intersection of East 990 Road extending north to the intersection of East Memorial Road in Lincoln County. ,1698.473,"Laws 2025, SB 61, c. 268, § 6, eff. November 1, 2025 Commission Item 130, 9-8-2025",Tomas graduated from Harrah High School in 1999. He was an All-State middle linebacker on the football team. He attended the University of Central Oklahoma. In 2000 he enlisted in the 45th Infantry Brigade (Thunderbirds). He was married to Dana Grammer,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,in 2002 & they had one daughter Isabel Rain in 2004 . He received many honors while serving our country. ,1,,,0.0289113764103848
2264,President George W. Bush Highway,A section of US 81 beginning 1/2 a mile north of County Road E0700 extending north 4 miles. (Ending 1/2 a mile south of County Road E0650).,2015,,Kingfisher,US 81,4,President George W. Bush Highway,A section of US 81 beginning 1/2 a mile north of County Road E0700 extending north 4 miles. (Ending 1/2 a mile south of County Road  E0650.),1698.229.,"House Bill 1354, c. 240, § 4, Okla. Session Laws 2015; Commission Item 159, 11-9-15",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,0,,,0.111828727034384
2265,SSGT Kenneth Michael Pannell Memorial Highway ,"The section of State Highway 7 beginning at the intersection of State Highway 110, east of Davis, extending east to the intersection of Chickasaw Trail in Murray County.",2025,,Murray,SH 7,7,SSGT Kenneth Michael Pannell Memorial Highway ,"The section of State Highway 7 beginning at the intersection of State Highway 110, east of Davis, extending east to the intersection of Chickasaw Trail in Murray County.",1698.474,"Laws 2025, SB 61, c.268 § 7, eff. November 1, 2025 Commission Item 101, 9-8-2025",SSGT Kenneth Pannell served in the military for 20 years. He also served his community for 20 years as a volunteer firefighter and was a police officer for 20 years in Murray County. He traveled State Highway 7 often while serving as a volunteer ,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,firefighter and police officer. He proudly served his country and community with honor and dignity until he died in 2021. ,1,,,0.0350961156722927
2266,Trooper Bob Impson Memorial Highway,The section of U.S. Highway 271 beginning at the intersection of East 1900 Road extending northeasterly to the intersection of East 1880 Road in Pushmataha County. ,2025,,Pushmataha,US 271,2,Trooper Bob Impson Memorial Highway,The section of U.S. Highway 271 beginning at the intersection of East 1900 Road extending northeasterly to the intersection of East 1880 Road in Pushmataha County. ,1698.472,"Laws 2025, HB 1486, c. 484, § 5, eff. November 1, 2025 Commission Item 130, 9-8-2025","Trooper Bob Impson was a native of Pushmataha County. He took pride in serving the people of Pushmataha County as an OHP Trooper, serving the community with compassion and common sense. ",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0365871111077097
2273,45th Infantry Division Memorial Highway,Across Oklahoma.,1988,,Statewide,SH 3,6,45th Infantry Division Memorial Highway,Across Oklahoma.,,"S. C. Res. 93, Okla. Session Laws 1988, pg. 1919;
S. C. Res. 7, Okla. Session Laws 1989, pg. 1679;
S. C. Res. 64, Okla. Session Laws 1992, pg. 2884; Commission Item 88, 5‐2‐88;
Commission Item 194‐C, 9‐5‐89;
Commission Item 51, 4‐6‐92.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,0,,,10.4977005067894
2274,Sgt. Maj. Marvail Lewis Memorial Causeway,The causeway over Old Spiro Lake on State Highway 9 in LeFlore County,2021,,LeFlore,SH 9,2,Sgt. Maj. Marvail Lewis Memorial Causeway,The causeway over Old Spiro Lake on State Highway 9 in LeFlore County,1698.340.,"Laws 2021, SB 624, c. 572, § 34, eff. November 1, 2021. Commission Item (k), 9-7-2021",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,0,,,0.00677417480790906
2275,Lance Corporal Jonathan Stroud Memorial Highway ,The section of SH 74 between West Waterloo Road and SH 74F.,2014,,Logan,SH 74,4,Lance Corporal Jonathan Stroud Memorial Highway ,The section of SH 74 between West Waterloo Road and SH 74F.,1698.206.,"Senate Bill 1524, c. 369, § 2, Okla. Session Laws 2014; Commission Item 146 (II, d), 11‐3‐2014.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0727213724256703
2276,Veteran's Memorial Highway,Beginning at Willis Road in Tahlequah extending southwesterly to Fort Gibson.,2013,,"Cherokee, Muskogee",US 62,1,Veteran's Memorial Highway,Beginning at Willis Road in Tahlequah extending southwesterly to Fort Gibson.,1698.177.,"House Bill 1759, c. 270, § 18, Okla. Session Laws 2013; Commission Item 98(I, a), 7‐1‐13.",To honor and appreciate all Oklahoma veterans.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.288541516170099
2277,,,2018,,Muskogee,US 69,1,2nd Lt Faythe McGinnis Memorial Highway,A section of US 69 beginning at W. Shawnee Street in Muskogee extending north to West Fern Mountain Road.,1698.275.,"Laws 2018, HB 2519, c. 246, § 5, eff. November 1, 2018 Commission Item 112, 9-10-2018.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,0,,,0.0144652027424849
2278,,,2007,,Muskogee,SH 165,1,929th Troop Carrier Group of the United States Air Force Reserve and the Alton M. Ashworth United States Army Reserve Center,Between Shawnee Bypass and Peak Boulevard in Muskogee. ,1698.8.,"Senate Bill 533, c. 150, § 5, Okla. Session Laws 2007; Commission Item 106 (4, b), 7‐16‐07.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0531941976170921
2279,,,2025,,Ottawa,US 59,8,The Honorable Rick Littlefield Memorial Highway ,"Notwithstanding any other provision of law, the section of U.S. Highway 59 beginning one-tenth (1/10) of a mile north of Leisure Lane extending northwesterly to the intersection of S 590 Road on the northwest side of Grove in Ottawa County.",1698.481,"Laws 2025, HB 1486, c. 484, § 14, eff. November 1, 2025 Commission Item 130, 9-8-2025","Rick was elected to the Oklahoma House of Representatives, District 5, and served from 1983 to 1991. He then served in the Senate from 1993 to 2005, representing District 1. He was instrumental in several major infrastructure projects in his community and",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,was a great support to local businesses.,1,,,0.0177787180018615
2292,Veterans Memorial Highway,A section of US 62 beginning and ending within the city of Blanchard. ,2010,,McClain,US 62,3,Veterans Memorial Highway,A section of US 62 beginning and ending within the city of Blanchard. ,1698.62.  A,"Senate Bill 2137, c. 104, § 1, Okla. Session Laws 2010; Commission Item 73(j), 6‐7‐10.  ",Memorial dedicated to the fallen soldiers of the Vietnam War.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.12607050390475
2295,,,2025,,Texas,SH-95,6,Veronica Butler and Jilian Kelley Memorial Highway,The section of State Highway 95 beginning at Four Corners and extending north for two (2) miles in Texas County.,1698.48,"Laws 2025, HB 1486, c. 484, § 13, eff. November 1, 2025 Commission Item 130, 9-8-2025.","To remember the lives of Veronica Butler and Jilian Kelley, who were murdered over a custody case while on their way to pick up Veronica's children for her daughter's birthday party. Veronica was raised in the community, graduated school there, and owned ",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,a business there. Jilian was a local pastor's wife that was there to supervise the visit with the children.,1,,,0.0290061648070677
2297,,,,2015,Grady,US-81,7,Gordon Pipkin Memorial Mile,"A mile of U.S. Highway 81 beginning 0.52 miles south of the State Highway 17 and U.S. Highway 81 Junction, extending north 1.1",,,,,Signs have been installed,Fallen Workers,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0146874316519387
2298,,,,2011,Washington,US-75,8,Ira Henderson Memorial Mile,A mile of U.S. Highway 75 beginning north of West 3300 Road extending north 1 mile. ,,,,,Signs have been installed,Fallen Workers,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0145032658075016
2411,Trail of Tears Historic Bike Route,Beginning at the Cherokee Nation Capitol Building in Tahlequah extending easterly along US 62 to the Arkansas state line in Cherokee and Adait Counties.,2016,,Cherokee,US-62,1,Trail of Tears Historic Bike Route,Beginning at the Cherokee Nation Capitol Building in Tahlequah extending easterly along US 62 to the Arkansas state line.,1698.249.,"Laws 2016, HB 3000, c. 52, § 1, eff. November 1, 2016 ","No Commission approval. Highway system standards have not yet been completely implemented.  Due to dire safety concerns, signs are not currently posted.  This route is not depicted on the map at this time.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.585029196053651
2468,SFC Brandon O Poynter Memorial Highway,The section of U.S. Highway 59 on the southeast side of Howe beginning at the intersection of Old U.S. Highway 59 extending north to North Railroad Street in LeFlore County. ,2025,,LeFlore,US 59,2,SFC Brandon O Poynter Memorial Highway,The section of U.S. Highway 59 on the southeast side of Howe beginning at the intersection of Old U.S. Highway 59 extending north to North Railroad Street in LeFlore County. ,1698.474,"Laws 2025, HB 1486, c. 484 § 7, eff. November 1, 2025 Commission Item 130, 9-8-2025",Brandon Poynter served in the U.S. Army. ,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.00302236831260176
2473,"Technical Sergeant Allen Chandler, Jr. Memorial Highway",The route along US-277 beginning at the H.E. Bailey Turnpike overpass extending north 2.5 miles to the intersection of King Road.,2018,,Comanche,US 277,7,"Technical Sergeant Allen Chandler, Jr. Memorial Highway",The route along US-277 beginning at the H.E. Bailey Turnpike overpass extending north 2.5 miles to the intersection of King Road.,1698.270.,"Laws 2018, SB 894, c. 307, § 2, eff. July 1, 2018       Commission Item 74, 6-4-2018.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0375311712963252
2474,Illinois River Scenic Drive,The portion from Tahlequah in Cherokee County to Kansas in Delaware County.,1989,,"Cherokee, Delaware",SH 10,1,Illinois River Scenic Drive,The portion from Tahlequah in Cherokee County to Kansas in Delaware County. ,,"Commission Item 81, 4‐3‐89.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.43415202134483
2528,45th Infantry Division Memorial Highway,Across Oklahoma.,1988,,Statewide,SH 3,6,45th Infantry Division Memorial Highway,Across Oklahoma.,,"S. C. Res. 93, Okla. Session Laws 1988, pg. 1919;
S. C. Res. 7, Okla. Session Laws 1989, pg. 1679;
S. C. Res. 64, Okla. Session Laws 1992, pg. 2884; Commission Item 88, 5‐2‐88;
Commission Item 194‐C, 9‐5‐89;
Commission Item 51, 4‐6‐92.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,10.0340130314375
